Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2019-02-21,251.6659698486328,252.28283600088335,250.6952957156911,251.91997518688336,64214700
2019-02-22,253.22630310058594,253.42585302184295,251.64781560609208,252.29189564466654,78114600
2019-02-25,253.57101440429688,255.19484919382242,253.48937279157315,254.66870512810027,69030700
2019-02-26,253.38954162597656,254.27854633479694,253.00851983326683,253.21717792028662,56844100
2019-02-27,253.28070068359375,253.6344809472074,251.7203744109957,252.66380690363414,56921600
2019-02-28,252.80897521972656,253.50751065000756,252.48240879869,253.06298055314556,69268300
2019-03-01,254.3874053955078,254.80469384554058,252.93593480924307,254.4055387422053,78880500
2019-03-04,253.46217346191406,255.70287457690745,251.13983072951314,255.4579497246848,106494600
2019-03-05,253.11737060546875,253.78869206738264,252.56401280181765,253.58911450051647,59114600
2019-03-06,251.58428955078125,253.24441853684803,251.25772313781985,253.235338019431,75039800
2019-03-07,249.47972106933594,251.27589196321526,248.6269828468749,251.13074208657207,94885100
2019-03-08,248.980712890625,249.15307660404454,247.13011462733536,247.60183086777147,85795800
2019-03-11,252.59129333496094,252.75457656426624,249.67929834098382,249.7065122125347,65098900
2019-03-12,253.5438232421875,254.0699950395441,252.96325138265027,253.15374849606766,79667500
2019-03-13,255.2220001220703,256.1654602217151,254.27854002242555,254.44185089210495,80639200
2019-03-14,255.0587615966797,255.6756277494772,254.61425917547348,255.24925867941013,67518400
2019-03-15,256.3188781738281,257.13891808677903,255.42592975822362,255.61729372285447,81309000
2019-03-18,257.2483215332031,257.5490205254366,256.3098259083767,256.53761637854285,62199800
2019-03-19,257.3120422363281,259.09791126951507,256.41000110847165,258.3234461186809,90268100
2019-03-20,256.5375061035156,258.31428212962953,255.41679526817657,257.0933290711514,84609200
2019-03-21,259.4351501464844,259.84515633712806,255.6629263538277,255.70850113486972,79550400
2019-03-22,254.44186401367188,258.58763796275844,254.3780760313305,258.0591764961509,122659300
2019-03-25,254.25051879882812,255.2983489874857,252.97489822974748,254.09560910530556,85575200
2019-03-26,256.1457824707031,257.1116116851987,254.7243723887493,256.02732699613205,68125900
2019-03-27,254.80638122558594,256.7289470030889,253.23918188241993,256.1366696125274,72224700
2019-03-28,255.77218627929688,256.22776711728824,254.277895590038,255.44418142303795,56238500
2019-03-29,257.3849182128906,257.7129230155888,256.16396510322,257.3029170122161,82186800
2019-04-01,260.4373474121094,260.738046357347,259.134392799945,259.4077580052928,77617900
2019-04-02,260.56494140625,260.8018523726309,259.76311457214695,260.6287294058835,40070400
2019-04-03,260.9749450683594,262.1958984035949,260.3644544975175,261.79498503304615,68243200
2019-04-04,261.66741943359375,261.9225436062094,260.6013757791264,261.30296030220705,48997500
2019-04-05,262.9339904785156,262.9886579668187,262.05016234234364,262.34174081759613,58621700
2019-04-08,263.1343994140625,263.2437343708113,261.84053754415413,262.50569560630794,53566300
2019-04-09,261.78582763671875,262.48741203311334,261.23003242784335,262.1594072160284,66142300
2019-04-10,262.67877197265625,262.7698936892702,261.78582364015006,262.20495016884144,52601500
