Price,Close,High,Low,Open,Volume,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,SMA_20,EMA_20,OBV,Target_1d,Target_5d
2018-02-03,9174.91015625,9430.75,8251.6298828125,8852.1201171875,7263790080.0,32.239443934591854,-1510.3512153444808,-57.720049495711464,-1452.6311658487691,8387.273257418117,9500.719921875,10614.16658633188,23.439206157276963,0.3536931421928849,11084.87509765625,11286.457835304747,39344791552.0,0,0
2018-02-04,8277.009765625,9334.8701171875,8031.22021484375,9175.7001953125,7073549824.0,28.42527905996854,-1568.807746072307,-92.94126417883012,-1475.866481893477,7866.41925130561,9134.8619140625,10403.30457681939,27.771468790441347,0.1618482752018899,10807.735595703123,10999.843733430484,32271241728.0,0,1
2018-02-05,6955.27001953125,8364.83984375,6756.68017578125,8270.5400390625,9285289984.0,23.936092560335386,-1702.166799794495,-181.04025432081448,-1521.1265454736806,6820.668988514174,8481.69599609375,10142.723003673324,39.16733182478037,0.0405174119393803,10580.974096679687,10614.646236868652,22985951744.0,1,1
2018-02-06,7754.0,7850.7001953125,6048.259765625,7051.75,13999800320.0,31.02520772992217,-1723.5361249264006,-161.9276635621759,-1561.6084613642247,6622.956209845929,8198.38798828125,9773.819766716571,38.43272069307379,0.3589631127275451,10409.244116210935,10342.20373811926,36985752064.0,0,1
2018-02-07,7621.2998046875,8509.1103515625,7236.7900390625,7755.490234375,9169280000.0,30.516343233912135,-1731.222806921609,-135.69147644590726,-1595.5313304757017,6475.12649994072,7956.49794921875,9437.86939849678,37.236770718290344,0.3868622232814686,10216.564086914062,10083.070030173376,27816472064.0,1,1
2018-02-08,8265.58984375,8558.76953125,7637.85986328125,7637.85986328125,9346750464.0,36.00455725680455,-1666.1197448909695,-56.47073153221436,-1609.6490133587554,6799.456561183644,7774.63388671875,8749.811212253855,25.086128549435134,0.7517265035678767,10049.473559570311,9909.976679085436,37163222528.0,1,1
2018-02-09,8736.98046875,8736.98046875,7884.7099609375,8271.83984375,6784820224.0,39.753951817175995,-1558.522142218635,40.90149691209626,-1599.423639130731,6659.937236464499,7866.62802734375,9073.318818223,30.678730116255487,0.860636066830373,9841.362573242188,9798.262754291583,43948042752.0,0,1
2018-02-10,8621.900390625,9122.5498046875,8295.4697265625,8720.080078125,7780960256.0,39.15089575119942,-1465.6412672435165,107.02589750977222,-1572.6671647532885,7303.534603089582,8199.9541015625,9096.373600035418,21.864012587634015,0.7353509098035574,9692.452612304687,9686.228243466196,36167082496.0,0,1
2018-02-11,8129.97021484375,8616.1298828125,7931.10009765625,8616.1298828125,6122189824.0,36.59530804917724,-1415.411179593213,125.8047881280604,-1541.2159677212735,7484.092212368187,8275.14814453125,9066.204076694312,19.11883433013446,0.408237885726661,9552.381103515623,9538.0131931212,30044892672.0,1,1
2018-02-12,8926.5703125,8985.919921875,8141.43017578125,8141.43017578125,6256439808.0,43.07525908553187,-1296.380633847968,195.86826709864457,-1492.2489009466126,7944.054406813982,8536.20224609375,9128.35008537352,13.873800601449927,0.8296204431658958,9455.289599609376,9479.780537823945,36301332480.0,0,1
2018-02-13,8598.3095703125,8958.4697265625,8455.41015625,8926.7197265625,5696719872.0,41.20639291827174,-1214.5355573975849,222.17067483922233,-1436.7062322368072,8076.0321562143135,8602.74619140625,9129.460226598188,12.245253398690288,0.4957883967415702,9317.23505859375,9395.830921870473,30604612608.0,1,1
2018-02-14,9494.6298828125,9518.5400390625,8599.919921875,8599.919921875,7909819904.0,47.85854846231762,-1065.0697254789357,297.3092054062972,-1362.3789308852329,7855.6478999701085,8754.27607421875,9652.90424846739,20.53003964302865,0.9119355645691688,9228.996533203124,9405.240346722094,38514432512.0,1,1
2018-02-15,10166.400390625,10234.7998046875,9395.580078125,9488.3203125,9062540288.0,52.22174662204014,-882.2407884467575,384.1105139507804,-1266.351302397538,7646.449859928718,9063.17607421875,10479.902288508783,31.263349684225457,0.8893569220638409,9178.746533203124,9477.731779474752,47576972800.0,1,1
2018-02-16,10233.900390625,10324.099609375,9824.8203125,10135.7001953125,7296159744.0,52.650497246565955,-723.560102299647,434.2329600783128,-1157.7930623779598,8180.640423846465,9483.962109375,10787.283794903537,27.484751003806466,0.7877026790764547,9118.40654296875,9549.747837679535,54873132544.0,1,1
2018-02-17,11112.7001953125,11139.5,10149.400390625,10207.5,8660880384.0,57.94216178646548,-520.8882401033388,509.5238578196968,-1030.4120979230356,8245.579865758134,9921.1880859375,11596.796306116865,33.778378268111,0.8555461518467172,9084.7265625,9698.60044316839,63534012928.0,0,0
2018-02-18,10551.7998046875,11349.7998046875,10326.0,11123.400390625,8744009728.0,53.80873598176706,-400.907886465453,503.60336916606616,-904.5112556315192,9255.849244070916,10311.8861328125,11367.923021554085,20.481934636211054,0.6135915205390648,9047.496533203124,9779.857525217829,54790003200.0,1,0
