Price,Close,High,Low,Open,Volume,RSI,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,SMA_20,EMA_20,OBV,Target_1d,Target_5d
2018-02-15,1.2467273473739624,1.2511996030807495,1.2450509071350098,1.2467117309570312,0.0,64.35809796961817,0.0081182112835991,-0.00277558514428,0.0108937964278791,1.217063783380593,1.2327670574188232,1.248470331457053,2.5476466042351524,0.9445025260704368,1.235460388660431,1.2309555930721912,0.0,1,0
2018-02-16,1.2503595352172852,1.2558081150054932,1.2430543899536133,1.250734806060791,0.0,66.34789584865584,0.0087515657494579,-0.001713784542737,0.0104653502921949,1.2185442249668028,1.2376237154006955,1.2567032058345886,3.0832457711455024,0.8337568123403724,1.236795330047607,1.2328035875622003,0.0,0,0
2018-02-19,1.241187572479248,1.2437996864318848,1.2371032238006592,1.241187572479248,0.0,57.60269901078362,0.0084163841495956,-0.0016391729140793,0.010055557063675,1.2262517560624329,1.2408052444458009,1.2553587328291689,2.3458134866069567,0.5131352711932662,1.2375771939754483,1.233602062316205,0.0,0,0
2018-02-20,1.2398641109466553,1.2409104108810425,1.2321947813034058,1.2399102449417114,0.0,56.44655065115256,0.0079522889944017,-0.0016826144554186,0.0096349034498203,1.2321633160295655,1.2427029609680176,1.2532426059064694,1.696245244357003,0.3653251585826522,1.2382891297340393,1.2341984479000574,0.0,0,0
2018-02-21,1.233532428741455,1.2347005605697632,1.2300727367401123,1.233547568321228,0.0,51.15645366757594,0.0069929658451095,-0.0021135500837686,0.0091065159288782,1.2307206544078817,1.2423341989517211,1.2539477434955608,1.869632914177064,0.121055820768565,1.2384144127368928,1.234135017504,0.0,0,0
2018-02-22,1.2281843423843384,1.2353304624557495,1.2261663675308228,1.2280335426330566,0.0,47.137979551006445,0.0057350394991406,-0.00269718114379,0.0084322206429307,1.2236391213272293,1.2386255979537963,1.2536120745803634,2.419855790373562,0.1516440845425806,1.2378680646419524,1.2335682865402229,0.0,1,0
2018-02-23,1.2326656579971311,1.233500361442566,1.2280486822128296,1.2326048612594604,0.0,50.63705728544227,0.0050416119607363,-0.0027124869457554,0.0077540989064918,1.225455039934749,1.2350868225097655,1.244718605084782,1.559693197186606,0.3743137890739679,1.2375396370887757,1.233482321917071,0.0,0,0
2018-02-26,1.228712558746338,1.2354830503463743,1.228244662284851,1.2288333177566528,0.0,47.64127610496879,0.0041255270606617,-0.0029028574766641,0.0070283845373258,1.2241893944336093,1.2325918197631835,1.2409942450927578,1.3633751571040924,0.2691582570099304,1.2368349015712738,1.2330280587579534,0.0,1,1
2018-02-27,1.2315573692321775,1.2345678806304932,1.2223145961761477,1.231602907180786,0.0,49.93669246613036,0.0035877186214605,-0.0027525327326922,0.0063402513541527,1.2266751766915502,1.230930471420288,1.2351857661490258,0.6913948151479032,0.5736609156183491,1.2365070641040803,1.232887993088832,0.0,0,1
2018-02-28,1.2230321168899536,1.224289894104004,1.2189176082611084,1.2222100496292114,0.0,43.74712223331717,0.0024453959409804,-0.0031158843305378,0.0055612802715183,1.2221253703998112,1.2288304090499875,1.2355354477001643,1.09128787842421,0.0676167981610785,1.235610842704773,1.2319493382127482,0.0,0,1
2018-03-01,1.2191256284713743,1.2221801280975342,1.2157995700836182,1.2190959453582764,0.0,41.2255513778406,0.001210917318142,-0.003480290362701,0.004691207680843,1.2166823135831395,1.2270186662673948,1.23735501895165,1.68479143283102,0.1181903792793635,1.2344738304615022,1.2307280325230936,0.0,1,1
